grapes,region,country,winery,rating 
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Joseph Mellot,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Campania,Italien,Montevetrano,3.8
[Cabernet Sauvignon],Margaret-floden,Australien,Domaine Naturaliste,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Barco Reale di Carmignano,Italien,Capezzana,3.7
[Sauvignon Blanc],Marlborough,New Zealand,Villa Maria,3.9
[Pinot Gris],Alsace,Frankrig,Bott-Geyl,3.8
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Tenuta Perano,3.9
[Tempranillo],Ribera del Duero,Spanien,Quinta Milú,3.8
"[Nebbiolo,Barbera,Dolcetto]",Monferrato,Italien,Braida,3.7
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Poggio San Polo,3.8
[Pinot Noir],Oregon,USA,Wine By Joe,3.7
[Shiraz/Syrah],Barossa Valley,Australien,Teusner,3.9
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Ca La Bionda,4
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso Classico,Italien,Ca La Bionda,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Buon Tempo,3.8
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Volpaia,3.8
"[Chardonnay,Aligoté]",Mâcon-Villages,Frankrig,Louis Jadot,3.7
[Chardonnay],Lodi,USA,Michael David Winery,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli Tortonesi,Italien,La Colombera - Piercarlo Semino,3.8
[Malbec],Lujan de Cuyo,Argentina,Lagarde,3.7
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Loiredalen,Frankrig,Véronique Günther Chéreau,3.5
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,San Felice,3.9
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Familia Torres,4
[Sauvignon Blanc],Marlborough,New Zealand,Two Rivers,4
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages,Frankrig,Boutinot,3.8
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Ca La Bionda,4
"[Malvasia,Fiano,Catarratto Bianco]",Etna,Italien,Graci,3.9
[Riesling],Alsace,Frankrig,Bott-Geyl,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Caparzo,3.7
[Glera (Prosecco)],Conegliano-Valdobbiadene Prosecco,Italien,Nino Franco,3.9
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Portal,4
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Elena Walch,3.8
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Molise,Italien,Di Majo Norante,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,St. Michael-Eppan,4
[Nebbiolo],Langhe,Italien,Massolino,3.8
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Nals Margreid,3.8
[Riesling],Pfalz,Tyskland,Müller-Catoir,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Pacherhof,4.1
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Cecchi,3.7
[Albariño],Rías Baixas,Spanien,Viña Nora,3.7
"[Trebbiano,Garganega]",Soave Classico,Italien,Inama Azienda Agricola,3.7
[Primitivo],Salento,Italien,Tormaresca,4
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant de Bourgogne,Frankrig,Albert Sounit,3.6
[Barbera],Barbera d'Alba,Italien,Renato Ratti,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Maremma Toscana,Italien,Tommasi,3.8
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant du Jura,Frankrig,Rolet,3.8
"[Sangiovese,Montepulciano]",Umbrien,Italien,Cotarella,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Bellegrave du Poujeau,4
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Castello della Paneretta,3.9
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta de Santa Eufémia,3.9
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Cosimo Maria Masini,3.7
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Benanti,3.7
[Nebbiolo],Langhe,Italien,Cascina Roccalini,3.9
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Poggio di Guardia,4
"[Shiraz/Syrah,Grenache,Mourvedre]",Vacqueyras,Frankrig,Amouriers,3.8
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant de Bourgogne,Frankrig,Domaine de la Creuze Noire,3.9
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso,Italien,Tedeschi,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Maremma Toscana,Italien,Le Mortelle,3.9
"[Nebbiolo,Barbera,Dolcetto]",Rubicone,Italien,Umberto Cesari,3.8
[Nebbiolo],Langhe,Italien,Cascina Roccalini,3.9
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Vinicola Cherchi,3.8
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso Classico,Italien,Venturini,3.8
[Barbera],Barbera d'Alba,Italien,Conterno Fantino,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Minervois,Frankrig,Domaine Anne Gros & Jean-Paul Tollot,3.8
[Glera (Prosecco)],Conegliano-Valdobbiadene Prosecco,Italien,Nino Franco,3.9
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Riecine,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Puglia,Italien,Progetto Calcarius,4
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Girlan,3.8
"[Nebbiolo,Barbera,Dolcetto]",Dogliani,Italien,Altare,3.5
"[Malvasia,Fiano,Catarratto Bianco]",Fiano de Avellino,Italien,Antonio Caggiano,4
[Riesling],Rheingau,Tyskland,Leitz,3.9
"[Nebbiolo,Barbera,Dolcetto]",Dogliani,Italien,Abbona,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",La Clape,Frankrig,Château la Négly,3.8
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Ardèvol,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Campo alle Comete,3.9
[Mencia],Bierzo,Spanien,La Senda,3.7
[Riesling],Mosel,Tyskland,Clemens Busch,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages,Frankrig,Château La Nerthe,3.9
[Riesling],Alsace,Frankrig,Bestheim,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Barossa Valley,Australien,Teusner,3.9
[Bonarda],Mendoza,Argentina,El Enemigo,4.2
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Californien,USA,Francis Ford Coppola Winery,3.7
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Caprili,3.9
[Grenache],Vino de España,Spanien,Casa Rojo,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Vacqueyras,Frankrig,Alain Jaume,3.9
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli di Luni,Italien,Lunae,3.9
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Valle D'aosta,Italien,Les Crêtes,3.7
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Taurasi,Italien,Nativ,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Vacqueyras,Frankrig,Amouriers,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli di Luni,Italien,Terenzuola,3.9
[Müller-Thurgau],Sydtyrol - Alto Adige,Italien,Terlan (Terlano),3.8
[Tempranillo],Ribera del Duero,Spanien,Tamaral,3.9
"[Sangiovese,Montepulciano]",Montefalco,Italien,Tabarrini,4
[Barbera],Barbera d'Alba,Italien,Conterno Fantino,3.8
[Chenin Blanc],Côteaux du Layon,Frankrig,Domaine des Baumard,4
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Alois Lageder,3.6
[Pinotage],Western Cape,Sydafrika,Barista,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Fronsac,Frankrig,Château Mayne-Vieil,3.8
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Firriato,4
"[Sangiovese,Montepulciano]",Montefalco Sagrantino,Italien,Còlpetrone,3.9
[Montepulciano],Montepulciano d'Abruzzo,Italien,La Valentina,3.9
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Kellerei . Cantina KALTERN,3.7
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Remírez de Ganuza,3.6
[Grüner Veltliner],Wien,Østrig,Hajszan Neumann,3.7
"[Sangiovese,Montepulciano]",Lazio,Italien,Castello di Torre In Pietra,3.5
[Gewürztraminer],Pfalz,Tyskland,Schieferkopf,3.6
[Riesling],Mosel,Tyskland,Clemens Busch,3.9
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Mas de Cadenet,3.9
[Pinotage],Durbanville,Sydafrika,Diemersdal,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Château de Saint Cosme,3.7
"[Nebbiolo,Barbera,Dolcetto]",Piemonte,Italien,Bricco dei Guazzi,4
[Mencia],Bierzo,Spanien,Castro Ventosa,3.7
[Grenache],Penedès,Spanien,Parés Baltà,3.6
[Nebbiolo],Langhe,Italien,Cascina Roccalini,3.9
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Morellino di Scansano,Italien,Belguardo,3.9
[Tempranillo],Toro,Spanien,Iturria,3.9
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Giorgio Meletti Cavallari,3.8
"[Malvasia,Fiano,Catarratto Bianco]",Paestum,Italien,San Salvatore,3.9
[Glera (Prosecco)],Conegliano-Valdobbiadene Prosecco Superiore,Italien,Bisol,3.8
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso,Italien,Recchia,4.1
"[Shiraz/Syrah,Grenache,Cinsault]",Coteaux d'Aix-en-Provence,Frankrig,Jean-Luc Colombo,3.9
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Delgado Zuleta,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Donnafugata,3.8
[Pinot Noir],Santa Lucia Highlands,USA,Secret Cellars,3.8
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Elvio Cogno,3.4
[Primitivo],Primitivo di Manduria,Italien,Torrevento,4
"[Sangiovese,Montepulciano]",Rosso Piceno,Italien,Bucci,3.7
[Nebbiolo],Nebbiolo d'Alba,Italien,Teo Costa,3.7
[Gamay],Moulin-à-Vent,Frankrig,Richard Rottiers,3.8
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Alois Lageder,3.6
"[Chardonnay,Aligoté]",Mâcon-Chaintré,Frankrig,Cornin,4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Massolino,3.7
[Sauvignon Blanc],Castilla y León,Spanien,Menade,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Lalande-de-Pomerol,Frankrig,Jean-Louis Trocard,3.9
"[Grenache Blanc,Bourboulenc]",Limoux,Frankrig,Château Rives-Blanques,4
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Tramin,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Cortese,3.7
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Henri Bonnaud,3.7
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli Orientali del Friuli,Italien,I Clivi,3.7
[Albariño],Rías Baixas,Spanien,Morgadío,3.6
"[Grenache,Tempranillo]",Manchuela,Spanien,Bodegas Gratias,3.7
[Barbera],Barbera d'Asti,Italien,Braida,3.9
"[Sangiovese,Montepulciano]",Pomino,Italien,Castello Pomino,3.6
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Cadillac - Côtes de Bordeaux,Frankrig,Château de Ricaud,3.7
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Campo alle Comete,3.9
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salice Salentino,Italien,Cantine due Palme,4.3
[Pinot Grigio],Friuli,Italien,Sun Goddess,4
"[Nebbiolo,Barbera,Dolcetto]",Trentino,Italien,Casata Monfort,3.9
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli di Luni,Italien,Lunae,4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Marchesi di Gresy,3.8
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Messias,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Lirac,Frankrig,Alain Jaume,3.9
[Nebbiolo],Roero,Italien,Matteo Correggia,3.8
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Donnafugata,3.8
"[Malvasia,Fiano,Catarratto Bianco]",Isola dei Nuraghi,Italien,Argiolas,4.1
"[Malvasia,Fiano,Catarratto Bianco]",Paestum,Italien,San Salvatore,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Castillon - Côtes de Bordeaux,Frankrig,Château de Gardegan,4
[Pinot Gris],Alsace,Frankrig,Bott-Geyl,3.7
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Tramin,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Morellino di Scansano,Italien,Vigne a Porrona,3.6
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Lalande-de-Pomerol,Frankrig,Château Beaulieu,3.7
[Barbera],Barbera d'Alba,Italien,Chionetti,3.8
[Pinot Noir],Pfalz,Tyskland,Müller-Catoir,4
[Cabernet Sauvignon],Tupungato,Argentina,Sophenia,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Cairanne,Frankrig,Camille Cayran,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Costières-de-Nîmes,Frankrig,Marc Kreydenweiss,3.7
[Trebbiano],Orvieto Classico,Italien,Decugnano dei Barbi,4.1
[Tempranillo],Ribera del Duero,Spanien,Zifar,3.9
[Pinot Noir],Ahr,Tyskland,Burggarten,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli Orientali del Friuli,Italien,Ronchi di Cialla,3.6
"[Trebbiano,Garganega]",Soave Classico,Italien,Prà,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Tenuta Il Poggione,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Valle D'aosta,Italien,Grosjean,3.9
"[Grenache Blanc,Bourboulenc]",Corbières,Frankrig,Château Ollieux Romanis,3.9
[Carménère],Valle de Maipo,Chile,Chono,3.5
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Mègaphone,3.8
[Barbera],Barbera d'Asti,Italien,Garesio,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Puglia,Italien,Tommasi,3.8
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso Classico,Italien,Speri,3.9
[Gamay],Morgon,Frankrig,Domaine des Marrans,3.7
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Léoube,3.9
"[Malvasia,Fiano,Catarratto Bianco]",Puglia,Italien,Progetto Calcarius,3.7
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,M. Chapoutier,3.5
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Brezza,3.6
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Colli Senesi,Italien,Fèlsina,3.6
[Chardonnay],Mendocino,USA,Bliss,3.4
[Barbera],Barbera d'Alba,Italien,Diego Pressenda - La Torricella,4.1
[Trebbiano],Elba,Italien,Valle di Lazzaro,4
[Chenin Blanc],Tulbagh,Sydafrika,Rijk's,4.1
[Trebbiano],Costa Toscana,Italien,Tenuta di Ghizzano,3.6
[Riesling],Baden,Tyskland,Lennard,3.8
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Pacherhof,3.9
"[Malvasia,Fiano,Catarratto Bianco]",Calabrien,Italien,Cantine Benvenuto,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Parrina,Italien,Fattoria la Parrina,3.8
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Côtes-du-Rhône,Frankrig,Pierre Amadieu,3.8
[Viura],Rioja,Spanien,Viña Ane,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Domaine de Ferrand,3.8
[Nebbiolo],Langhe,Italien,Ciabot Berton,3.6
[Zweigelt],Wachau,Østrig,Domäne Wachau,3.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Montagne-Saint-Émilion,Frankrig,Château Rocher Calon,3.7
[Pinot Noir],Rheinhessen,Tyskland,Gutzler,3.8
"[Grenache,Tempranillo]",Catalunya,Spanien,Autòcton Celler,3.5
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Calalta,3.7
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Domini Veneti,4
"[Malvasia,Fiano,Catarratto Bianco]",Etna,Italien,Al-Cantara,3.8
[Zinfandel],Californien,USA,Bliss,3.5
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Case Paolin,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Collioure,Frankrig,Domaine Lafage,3.9
[Melon de Bourgogne],Muscadet-Sevre et Maine,Frankrig,Landron,3.7
[Trebbiano],Elba,Italien,Valle di Lazzaro,4
"[Nebbiolo,Barbera,Dolcetto]",Colli Orientali del Friuli,Italien,Le Vigne di Zamò,3.6
"[Nebbiolo,Barbera,Dolcetto]",Rubicone,Italien,San Valentino,3.9
[Primitivo],Puglia,Italien,Terre di San Vito,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Château de Montfrin,3.7
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso,Italien,Costa Arente,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Cecchi,3.6
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion,Frankrig,Michel Lynch,3.9
"[Grenache,Tempranillo]",Galicien,Spanien,Fedellos do Couto,3.8
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Schola Sarmenti,4.3
[Tempranillo],Rioja,Spanien,Nestares Eguizabal,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Feudi del Pisciotto,3.8
[Sauvignon Blanc],Baden,Tyskland,Fritz Waßmer,3.8
"[Nebbiolo,Barbera,Dolcetto]",Dogliani,Italien,Pecchenino,3.8
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château de Camensac,3.7
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli Tortonesi,Italien,Fontanafredda,3.9
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Coltibuono,3.7
[Barbera],Barbera d'Asti,Italien,Tenuta dei Fiori,4.1
[Nebbiolo],Barolo,Italien,Le Radici,3.9
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Alois Lageder,4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Roero,Italien,Deltetto,3.6
[Gamay],Fleurie,Frankrig,Dominique Piron,3.8
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Stroblhof,3.8
[Sauvignon Blanc],Marlborough,New Zealand,Caythorpe Family Estate,4
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella,Italien,Montigoli,4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Riviera Ligure di Ponente,Italien,Massimo Alessandri,3.6
[Pinot Grigio],Venezia Giulia,Italien,Schiopetto,3.7
[Trebbiano],Elba,Italien,Valle di Lazzaro,3.9
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Cà Maiol,3.9
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Azelia,3.6
[Glera (Prosecco)],Conegliano-Valdobbiadene Prosecco,Italien,Nino Franco,3.8
[Riesling],McLaren Vale,Australien,d'Arenberg,3.8
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Aglianico del Vulture,Italien,Grifalco,3.7
[Pinot Noir],Côte Chalonnaise,Frankrig,Domaine de l'Évêché,3.7
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Alois Lageder,3.7
"[Nebbiolo,Barbera,Dolcetto]",Colli Orientali del Friuli,Italien,Vigna Traverso,3.6
[Barbera],Barbera d'Asti,Italien,Cascina Gilli,4
[Barbera],Barbera d'Asti,Italien,Coppo,3.8
"[Malvasia,Fiano,Catarratto Bianco]",Mamertino di Milazzo,Italien,Vigna Nica,3.9
[Zweigelt],Neusiedlersee,Østrig,Judith Beck,3.8
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Gombaude-Guillot,3.6
"[Nebbiolo,Barbera,Dolcetto]",Verduno,Italien,Castello di Verduno,3.9
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Domaine du Pré Semelé (Julien & Clément Raimbault),4
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,W. & J. Graham's,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Ferreira,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Montaudon,3.9
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Allegrini,4
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Antinori,3.8
[Cabernet Sauvignon],Sonoma County,USA,Louis M. Martini,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Mendoza,Argentina,El Enemigo,4.3
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tenuta San Guido,3.8
[Tempranillo],Toro,Spanien,Matsu,3.9
[Primitivo],Primitivo di Manduria,Italien,Varvaglione,4.4
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant de Bourgogne,Frankrig,Paul Delane,3.8
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Noval,4
[Mencia],Bierzo,Spanien,Raúl Pérez,3.9
[Malbec],Mendoza,Argentina,Séptima,4.1
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Lustau,4
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Avignonesi,4
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Sandeman,4.1
[Tempranillo],Ribera del Duero,Spanien,Protos,3.9
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Ramos Pinto,3.9
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Cálem,4
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Le Macchiole,4
[Tempranillo],Ribera del Duero,Spanien,Condado de Haza,3.8
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Californien,USA,Bogle,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Poggio Al Tesoro,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Le Macchiole,4
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Le Macchiole,4
[Chardonnay],Mendoza,Argentina,Catena,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Château de Beaucastel,4
[Cabernet Sauvignon],Californien,USA,Bogle,3.7
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Ferreira,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Western Cape,Sydafrika,Rupert & Rothschild,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Tenuta delle Terre Nere,3.9
"[Gouveio,Rabigato,Malvasia Fina]",Porto,Portugal,Andresen,4.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Saint-Drézéry,Frankrig,Château Puech-Haut,4
[Riesling],Nahe,Tyskland,Dönnhoff,3.8
[Cabernet Sauvignon],Columbia Valley,USA,14 Hands,3.7
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Vesuvio,4
[Cabernet Sauvignon],Paso Robles,USA,The Fableist,4.1
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Guiraud,3.8
"[Baga,Castelao]",Alentejano,Portugal,Monte da Ravasqueira,3.7
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta das Carvalhas,3.7
[Malbec],Vista Flores,Argentina,Flechas de los Andes,3.9
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Henri Bourgeois,4
[Sauvignon Blanc],Martinborough,New Zealand,Craggy Range,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Ramos Pinto,3.8
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Churchill's,3.8
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Portal,4
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Marrenon,3.9
"[Corvina,Rondinella,Corvinone]",Valpolicella,Italien,Allegrini,3.7
[Chardonnay],Valle de Casablanca,Chile,Montes,3.8
