grapes,region,country,winery,rating,price
[Primitivo],Puglia,Italien,Tank,4,56.21746294018961
[Cabernet Sauvignon],Lujan de Cuyo,Argentina,Bodega Norton,3.5,59
[Sauvignon Blanc],Constantia,Sydafrika,Buitenverwachting,3.7,57.33436617741192
"[Grenache,Tempranillo]",Navarra,Spanien,Inurrieta,3.7,58.327169054942864
[Pinot Noir],Santiago,Chile,Cono Sur,3.1,59
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Codorníu,3.4,48.39914027963344
[Pinotage],Stellenbosch,Sydafrika,Zonnebloem,3.6,56.58976401926372
[Sauvignon Blanc],Western Cape,Sydafrika,Spier,3.6,55.84516186111551
"[Grenache Blanc,Bourboulenc]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.7,55.84516186111551
"[Grenache,Tempranillo]",Catalunya,Spanien,Familia Torres,3.5,46.53763488426293
"[Grenache,Tempranillo]",Catalunya,Spanien,Altos d'Oliva,3.4,55.5
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.7,55.84516186111551
"[Corvina,Rondinella,Corvinone]",Valpolicella,Italien,Tedeschi,3.6,52.12215107037448
[Tempranillo],Toro,Spanien,Telmo Rodriguez,3.6,59.195871572782444
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Boschendal,3.4,58.078968335560134
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Pinotage]",Western Cape,Sydafrika,Leopard’s Leap,3.4,51.74984999130037
"[Sangiovese,Montepulciano]",Terre di Chieti,Italien,Farnese,3.6,51.74984999130037
[Tempranillo],Ribera del Duero,Spanien,Condado de Oriza,3.5,51.74984999130037
[Viura],Rioja,Spanien,Bodegas Faustino,3.5,48.77144135870755
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Viña Bujanda,3.6,59.02
[Pinot Noir],Provincia di Pavia,Italien,Amodo,3.3,54
[Riesling],Mosel,Tyskland,Abtei Himmerod,3.6,49.14374243778165
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Tancia - Azienda Agricola Silla,3.1,48.39914027963344
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.5,55.84516186111551
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Pinotage]",Western Cape,Sydafrika,Rib Shack,3.6,51.37754891222627
[Chenin Blanc],Coastal Region,Sydafrika,MAN,3.6,49.88834459592986
"[Grenache,Tempranillo]",Somontano,Spanien,Viñas del Vero,3.4,55.77070164530069
[Verdejo],Rueda,Spanien,Palacio de Bornos,3.6,51.74984999130037
[Riesling],Mosel,Tyskland,Abtei Himmerod,3.9,49.14374243778165
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Carignano del Sulcis,Italien,Santadi,3.6,51.74984999130037
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Pedro Rodriguez e Hijos,3.5,49.95
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Cellier des Dauphins,3.6,59
"[Grenache,Tempranillo]",Catalunya,Spanien,Bach,3.2,51.74984999130037
[Shiraz/Syrah],Stellenbosch,Sydafrika,False Bay,3.5,51.37754891222627
"[Malvasia,Fernao Pires]",Alentejano,Portugal,Herdade do Rocim,3.8,55.1005597029673
[Sauvignon Blanc],Valle de Casablanca,Chile,Veramonte,3.5,56.515303803448894
[Sauvignon Blanc],South Australia,Australien,Oxford Landing,3.3,48.39914027963344
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Arnegui,3.4,52.12215107037448
[Tempranillo],Catalunya,Spanien,Familia Torres,3.5,59.195871572782444
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Dão,Portugal,Cabriz,3.6,47.5056176898556
[Shiraz/Syrah],Sydøstlige Australien,Australien,Tempus Two,3.5,59.195871572782444
[Trebbiano],Verdicchio dei Castelli di Jesi,Italien,Umani Ronchi,3.5,58.82357049370834
[Chenin Blanc],Western Cape,Sydafrika,Leopard’s Leap,3.4,58.078968335560134
[Trebbiano],Terre di Chieti,Italien,Vanitá,3.7,58.82357049370834
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Anciens Temps,3.6,52.047690854559654
[Malbec],Mendoza,Argentina,Butcher's Cut,3.7,49
[Chardonnay],Central Valley,Chile,Montes,3.6,55.77070164530069
[Cabernet Sauvignon],Colchagua Valley,Chile,Montes,3.7,58.82357049370834
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Camille Cayran,3.6,51.74984999130037
[Touriga Nacional],Dão,Portugal,Cabriz,3.6,48.77144135870755
[Sauvignon Blanc],Stellenbosch,Sydafrika,Welmoed,3.4,55.84516186111551
[Carménère],Colchagua Valley,Chile,Aetos,4,51.00524783315217
[Chardonnay],Uco Valley,Argentina,Andeluna,3.5,55.77070164530069
"[Malvasia,Fiano,Catarratto Bianco]",Nuragus di Cagliari,Italien,Argiolas,3.7,55.84516186111551
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Castillon - Côtes de Bordeaux,Frankrig,Château Fongaban,3.6,51.37754891222627
[Chardonnay],Western Cape,Sydafrika,Boschendal,3.7,55.91962207693033
[Montepulciano],Montepulciano d'Abruzzo,Italien,Citra,3.3,48.77144135870755
[Cabernet Sauvignon],Western Cape,Sydafrika,Leopard’s Leap,3.4,49.813884380115034
[Chardonnay],Western Cape,Sydafrika,Leopard’s Leap,3.5,58.078968335560134
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes de Thongue,Frankrig,Domaine Montrose,3.7,59.195871572782444
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Baccolo,3.7,49
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre Raone,3.5,49.64014387654712
[Pinotage],Wellington,Sydafrika,Rhino Wines,3.6,59.56817265185654
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.5,57.33436617741192
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Santa Maria La Palma,3.5,55.84516186111551
[Primitivo],Puglia,Italien,Campo di Marzo,3.6,59
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Lenotti,3.6,51.37754891222627
"[Grenache,Tempranillo]",Navarra,Spanien,Bodegas Piedemonte,3.6,58.749110277893514
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Roccaperciata,3.6,48.77144135870755
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Roccaperciata,3.6,46.31425423681846
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.6,51.37754891222627
[Primitivo],Salento,Italien,Verosso,3.6,55
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Vanitá,3.9,58.82357049370834
[Primitivo],Puglia,Italien,San Marzano,3.7,48.39914027963344
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Delheim,3.5,56.58976401926372
[Tempranillo],Somontano,Spanien,Enate,3.3,51.74984999130037
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Corterosso,3.7,59
[Sauvignon Blanc],Western Cape,Sydafrika,Two Oceans,3.3,49.14374243778165
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Sopra Sasso,3.6,59
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Rafale,3.4,50
[Glera (Prosecco)],Prosecco,Italien,Caldirola,3.4,58.45126941463423
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Vinho Verde,Portugal,Anselmo Mendes,3.7,51.37754891222627
[Verdejo],Rueda,Spanien,Telmo Rodriguez,3.7,59.195871572782444
[Shiraz/Syrah],Western Cape,Sydafrika,Leopard’s Leap,3.3,51.74984999130037
[Merlot],South Australia,Australien,Rawson's Retreat,3.4,58.82357049370834
[Mourvedre],Alicante,Spanien,Telmo Rodriguez,3.6,49.14374243778165
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Barone Montalto,3.6,60
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Monica di Sardegna,Italien,Santadi,3.5,48.39914027963344
[Grenache],Cannonau di Sardegna,Italien,Santa Maria La Palma,3.4,51.74984999130037
"[Nebbiolo,Barbera,Dolcetto]",Rubicone,Italien,Conte di Campiano,3.8,46.16533380518882
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Paul Mas,3.8,53.61135538667089
[Verdejo],Rueda,Spanien,Analivia,3.5,51.74984999130037
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Puglia,Italien,Tenute Quattro Conti,3.9,46.16533380518882
[Sauvignon Blanc],Western Cape,Sydafrika,MAN,3.6,48.39914027963344
[Sauvignon Blanc],Constantia,Sydafrika,Buitenverwachting,3.7,55.026099487152486
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Bianco di Custoza,Italien,Cavalchina,3.7,59.195871572782444
[Trebbiano],Trebbiano d'Abruzzo,Italien,Masciarelli,3.5,58.82357049370834
[Pinot Grigio],Trentino,Italien,Mezzacorona,3.7,58.82357049370834
[Primitivo],Salento,Italien,Vinosia,3.9,59.195871572782444
[Pinot Noir],Pfalz,Tyskland,Hans Baer,3.6,59.95
[Glera (Prosecco)],Prosecco,Italien,Ca' di Alte,3.5,50.26064567500396
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Aldonia,3.7,58.01691815571445
[Pinot Noir],Pfalz,Tyskland,Friedrich Becker,3.7,58.078968335560134
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Celler de Capçanes,3.5,53.61135538667089
[Trebbiano],Verdicchio dei Castelli di Jesi,Italien,Moncaro,3.6,51.37754891222627
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Contini,3.6,56.96206509833782
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Armatura,3.7,55
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Valdemar,3.6,59.195871572782444
[Chardonnay],Somontano,Spanien,Viñas del Vero,3.6,58.52572963044906
"[Grenache,Tempranillo]",Campo de Borja,Spanien,Borsao Bodegas,3.4,48.39914027963344
[Pinot Grigio],delle Venezie,Italien,Casa Lunardi,3.8,59
[Merlot],Stellenbosch,Sydafrika,Zonnebloem,3.5,56.58976401926372
[Glera (Prosecco)],Prosecco di Treviso,Italien,Marsuret,3.6,58.82357049370834
[Shiraz/Syrah],Mendoza,Argentina,Elsa Bianchi,3.4,50
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Altos de Rioja,3.5,46.53763488426293
[Sauvignon Blanc],Robertson,Sydafrika,Van Loveren,3.4,58.82357049370834
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Santadi,3.7,50.26064567500396
[Chardonnay],Western Cape,Sydafrika,Spier,3.5,55.84516186111551
[Grenache],Campo de Borja,Spanien,Borsao Bodegas,3.4,50.63294675407806
[Malbec],San Juan,Argentina,Bodega Finca Las Moras,3.7,59.195871572782444
[Mourvedre],Jumilla,Spanien,Olivares,3.7,55.1005597029673
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Haut Maurin,3.2,59.56817265185654
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Bianco di Custoza,Italien,Gorgo,3.8,59.046951141152796
[Sauvignon Blanc],Western Cape,Sydafrika,The Secretary Bird,3.4,59
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Domaine du Bon Remède,3.6,51.74984999130037
"[Grenache,Tempranillo]",Castilla,Spanien,Gran Sello,3.8,51.74984999130037
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Paladin,3.7,55.1005597029673
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Briot,3.2,55.77070164530069
[Shiraz/Syrah],Coastal Region,Sydafrika,Tall Horse,3.4,49
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Fattoria dei Barbi,3.4,59.79155329930101
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Barco Reale di Carmignano,Italien,Pierazzuoli,3.7,53.61135538667089
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Vidal Fleury,3.3,55.5
[Merlot],Stellenbosch,Sydafrika,Zonnebloem,3.5,59.195871572782444
[Pinotage],Western Cape,Sydafrika,Oude Kaap,3.5,48.39914027963344
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Blaye - Côtes de Bordeaux,Frankrig,Château Fontarabie,3.5,58.82357049370834
[Sauvignon Blanc],Coastal Region,Sydafrika,Tall Horse,3.4,49
[Grüner Veltliner],Niederösterreich,Østrig,Weingut Bründlmayer,3.6,52.047690854559654
[Pinot Grigio],delle Venezie,Italien,Bolla,3.5,48.39914027963344
"[Baga,Castelao]",Tejo,Portugal,Lagoalva,3.7,59
[Trebbiano],Umbrien,Italien,Arnaldo-Caprai,3.3,57.85558768811567
"[Sangiovese,Montepulciano]",Lazio,Italien,Antico Ceppo,3.8,53
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.5,51.37754891222627
"[Grenache,Tempranillo]",Navarra,Spanien,Inurrieta,3.5,51.74984999130037
[Shiraz/Syrah],Coastal Region,Sydafrika,Bellingham,3.7,59
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Western Cape,Sydafrika,Two Oceans,3.2,51.37754891222627
[Cabernet Sauvignon],Western Cape,Sydafrika,Footprint,3.5,48.39914027963344
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Haut Bicou,3.6,51.37754891222627
[Shiraz/Syrah],Somontano,Spanien,Bodega Sommos,3.8,58.078968335560134
"[Baga,Castelao]",Lissabon,Portugal,Casal Garcia,3.6,59.315215234343746
[Grenache],Cannonau di Sardegna,Italien,Antichi Poderi Jerzu,3.3,51.74984999130037
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Ken Forrester,3.3,56.58976401926372
"[Malvasia,Fiano,Catarratto Bianco]",Salento,Italien,Castello Monaci,3.8,58.97249092533798
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Tenuta Sette Ponti,3.5,58.82357049370834
[Sauvignon Blanc],Curico Valley,Chile,Montes,3.6,55.84516186111551
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Donnafugata,3.5,58.82357049370834
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Tanaïs Olivier,3.5,59.95
[Primitivo],Puglia,Italien,Torrevento,3.7,51.37754891222627
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Tramin,3.6,58.82357049370834
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.4,51.37754891222627
[Carménère],Curico Valley,Chile,Los Riscos,3.3,55
"[Shiraz/Syrah,Grenache,Mourvedre]",Somontano,Spanien,Viñas del Vero,3.4,48.32468006381862
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Caruso & Minini,3.6,58.82357049370834
[Chardonnay],Coastal Region,Sydafrika,MAN,3.4,49.14374243778165
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Beronia,3.7,55.84516186111551
[Chardonnay],Western Cape,Sydafrika,Footprint,3.4,51.74984999130037
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Haut-Mouleyre,3.6,57.33436617741192
[Trebbiano],Frascati,Italien,Poggio le Volpi,3.6,51.37754891222627
[Trebbiano],Umbrien,Italien,Santa Cristina,3.7,53.53689517085607
[Touriga Nacional],Dão,Portugal,Bacalhôa,3.7,59.195871572782444
[Verdejo],Rueda,Spanien,Lan,3.6,51.74984999130037
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lison-Pramaggiore,Italien,Bosco del Merlo,3.9,59.493712436041726
[Shiraz/Syrah],Sydøstlige Australien,Australien,Tempus Two,3.5,58.82357049370834
[Shiraz/Syrah],Sydøstlige Australien,Australien,Rosemount,3.7,51.74984999130037
[Merlot],Western Cape,Sydafrika,The Secretary Bird,3.4,51.75
[Chardonnay],Curico Valley,Chile,Echeverría,3.6,59
[Primitivo],Salento,Italien,Cantine due Palme,3.7,51.30308869641145
[Pinot Gris],Pfalz,Tyskland,Weingut A. Diehl,3.9,49.88834459592986
"[Shiraz/Syrah,Grenache,Mourvedre]",Hérault,Frankrig,Domaine la Colombette,4,51.37754891222627
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Tedeschi,3.5,46.90993596333703
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Valdemar,3.5,51.74984999130037
"[Malvasia,Fernao Pires]",Alentejo,Portugal,Ervideira,3.6,53.98365646574499
[Pinot Grigio],Vigneti delle Dolomiti,Italien,Wilhelm Walch,3.7,58.82357049370834
[Shiraz/Syrah],Nordlige Rhône,Frankrig,Paul Jaboulet Aîné,3.6,58.82357049370834
"[Grenache,Tempranillo]",Castilla,Spanien,Dehesa de Luna,3.8,49
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.6,57.33436617741192
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Drouet,3.1,60
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc,Frankrig,Lionne Leonessa,3.4,49
"[Trebbiano,Garganega]",Soave,Italien,Zenato,3.7,55.84516186111551
"[Sangiovese,Montepulciano]",Lazio,Italien,Antico Ceppo,3.7,54.3559575448191
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Boutinot,3.4,53.98365646574499
[Shiraz/Syrah],Western Cape,Sydafrika,Spier,3.5,55.84516186111551
[Blaufränkisch],Mittelburgenland,Østrig,Weninger,3.6,51.37754891222627
"[Grenache,Tempranillo]",Castilla,Spanien,Tofterup Brothers,3.8,59
[Sauvignon Blanc],Western Cape,Sydafrika,Leopard’s Leap,3.4,49.88834459592986
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Cantina Rosa del Golfo,4,59.56817265185654
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Col d'Orcia,3.5,55.84516186111551
[Pinot Noir],Veneto,Italien,Casalforte,3.6,59
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Boutinot,3.4,54.75
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Buccia Nera,3.7,54.3559575448191
"[Malvasia,Fiano,Catarratto Bianco]",Falanghina del Sannio,Italien,La Guardiense,3.8,59.195871572782444
[Primitivo],Salento,Italien,Tenuta Giustini,3.8,52.12215107037448
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Ambroise Lapierre,3,59
[Viura],Rioja,Spanien,Altos de Rioja,3.5,55.84516186111551
"[Shiraz/Syrah,Grenache,Mourvedre]",Saint-Guilhem-le-Desert,Frankrig,Domaine de l'Hortus,3.6,47.35669725822595
[Riesling],Saale-Unstrut,Tyskland,Rotkäppchen,3.3,54.7282586238932
[Trebbiano],Montecarlo,Italien,Tenuta del Buonamico,3.6,55.84516186111551
[Chardonnay],Central Valley,Chile,Carmen,3.4,59.195871572782444
[Sauvignon Blanc],Western Cape,Sydafrika,Du Toitskloof,3.4,56.58976401926372
[Sauvignon Blanc],Central Valley,Chile,Miguel Torres Chile,3.5,53.09013387596715
"[Malvasia,Fiano,Catarratto Bianco]",Castel del Monte,Italien,Rivera,3.7,50.508846394386694
[Cabernet Sauvignon],Central Valley,Chile,The Applicant,3.3,59
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Abbotts & Delaunay,3.7,48.39914027963344
[Bonarda],Mendoza,Argentina,Don Cristobal,3.4,55.84516186111551
[Trebbiano],Torgiano,Italien,Lungarotti,3.9,58.637419954171285
"[Grenache,Tempranillo]",Almansa,Spanien,Intruso,3.5,50.8811474734608
[Carménère],Central Valley,Chile,Carmen,3.5,59.195871572782444
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Les Jamelles,3.6,51.30308869641145
"[Nebbiolo,Barbera,Dolcetto]",Bardolino,Italien,Gorgo,3.6,54.579338192263556
"[Nebbiolo,Barbera,Dolcetto]",Bardolino,Italien,Corte Giara,3.5,51.37754891222627
[Pinot Gris],Pfalz,Tyskland,Lergenmüller,3.6,55.84516186111551
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Rafale,3.5,50
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.6,46.090873589374
[Shiraz/Syrah],Western Cape,Sydafrika,Spier,3.5,55.84516186111551
[Pinot Gris],Pfalz,Tyskland,Weingut A. Diehl,3.9,55.1005597029673
"[Malvasia,Fiano,Catarratto Bianco]",Puglia,Italien,Verosso,3.5,59
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,José Maria da Fonseca,3.4,59.315215234343746
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Hacienda López de Haro,3.5,48.39914027963344
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Montecarlo,Italien,Tenuta del Buonamico,3.4,55.84516186111551
[Chardonnay],Californien,USA,Salmon Creek,3.4,59.195871572782444
[Torrontés],Mendoza,Argentina,Phebus,3.6,51.37754891222627
[Cabernet Sauvignon],Tupungato,Argentina,Domaine Bousquet,3.6,50.26064567500396
[Shiraz/Syrah],Western Cape,Sydafrika,Leopard’s Leap,3.3,53.98365646574499
[Pinotage],Stellenbosch,Sydafrika,Welmoed,3.2,58.82357049370834
"[Malvasia,Fiano,Catarratto Bianco]",Greco di Tufo,Italien,Mastroberardino,3.6,55.1005597029673
[Grenache],Vino de España,Spanien,El Castilla,3.9,59
"[Grenache,Tempranillo]",La Mancha,Spanien,Pago de la Jaraba,3.6,58.82357049370834
[Zweigelt],Niederösterreich,Østrig,Schloss Gobelsburg,3.7,59.56817265185654
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Paul Jaboulet Aîné,3.6,58.82357049370834
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Leone de Castris,3.7,48.39914027963344
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Bordeneuve,3.4,54.3559575448191
[Silvaner],Franken,Tyskland,Bürgerspital,3.6,47.65453812148524
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes Catalanes,Frankrig,Vignerons de Tautavel Vingrau,3.5,55.84516186111551
[Chardonnay],Robertson,Sydafrika,Excelsior,3.6,58.078968335560134
[Chenin Blanc],Western Cape,Sydafrika,Boschendal,3.6,48.39914027963344
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Rafale,3.5,50
[Montepulciano],Montepulciano d'Abruzzo,Italien,Citra,3.5,59.195871572782444
[Montepulciano],Montepulciano d'Abruzzo,Italien,Caldora,3.6,46.53763488426293
[Sauvignon Blanc],Robertson,Sydafrika,Excelsior,3.4,58.078968335560134
[Montepulciano],Montepulciano d'Abruzzo,Italien,Agriverde,3.5,55.994082292745155
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Puglia,Italien,Emera,3.7,59.195871572782444
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Montemercurio,3.6,50.4
[Müller-Thurgau],Saale-Unstrut,Tyskland,Winzervereinigung Freyburg-Unstrut,3.5,54.3559575448191
[Pinot Blanc],Pfalz,Tyskland,Ellermann-Spiegel,3.7,51.37754891222627
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Roc de Levraut,3.5,46.83547574752221
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.5,48.77144135870755
[Grüner Veltliner],Kamptal,Østrig,Weinhof Waldschütz,3.6,59.195871572782444
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,San Fabiano Calcinaia,3.6,58.82357049370834
[Pinotage],Stellenbosch,Sydafrika,Hill & Dale,3.6,57.33436617741192
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,El Meson,3.7,58.00450811974531
[Merlot],Hawke's Bay,New Zealand,Haha,3.4,59.95
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Codorníu,3.6,49.51604351685575
[Viognier],Breede River Valley,Sydafrika,Excelsior,3.6,58.078968335560134
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Bianco di Custoza,Italien,Cantina di Custoza,3.6,48.39914027963344
