5-spice powder,acacia,acai berry,aleppo pepper,allspice,almond,anise,aniseed,apple,apple blossom,apricot,apricot jam,arugula,ash,asian pear,asparagus,baby's breath,bacon fat,baked apple,baking chocolate,baking spice,balsamic,banana,barbecue meat,barbecue smoke,bay leaf,beef broth,beeswax,bell pepper,bergamot,berry jam,berry sauce,bilberry,bing cherry,biscuit,bitter almond,black cherry,black fruit,black licorice,black olive,black plum,black raisin,black raspberry,black truffle,black walnut,blackberry,blackberry jam,blackberry sauce,blackcurrant,blackcurrant jam,blood orange,blueberry,boysenberry,bramble,brazil nut,bread yeast,brioche,brown bread,brown butter,brown sugar,bruised apple,bubblegum,burnt caramel,burnt sugar,butter,buttered popcorn,butterscotch,campfire,camphor,candied ginger,canned peach,cantaloupe,caramel,caramel popcorn,carob,cassis,castelvetrano olive,cat's pee,cedar,celery,chalk,chalk dust,chamomile,charcoal,chard,cheese,cheesy,cherry,cherry cola,cherry cough syrup,cherry syrup,chervil,chestnut,chewing tobacco,chili pepper,chocolate,chutney,cigar,cigar box,cinnamon,citrus,citrus blossom,citrus oil,citrus zest,clay dust,clay pot,clove,cocoa,cocoa nib,coconut,coconut oil,coffee,cola,coriander,cotton candy,cracked pepper,cranberry,cream,creme brulee,creme fraiche,crushed gravel,crushed rocks,curd,cured meat,curry spice,daffodil,dandelion,dark chocolate,dark fruit,dill,dragon fruit,dried apricot,dried blackberry,dried blueberry,dried chili pepper,dried cranberry,dried fig,dried flowers,dried fruit,dried herbs,dried leaves,dried mango,dried red chili,dried rose,dried rosemary,dried strawberry,earl grey tea,earthy,elderflower,espresso,eucalyptus,exotic spice,fennel,fennel seed,fig,flint,forest floor,fresh bread,fresh coconut,fresh grapes,fresh strawberry,fresh-cut grass,fruit cup,fruit punch,fruit roll-up,fruitcake,fudge,game,gardenia,geranium,ginger,gingerbread,gingersnap,golden raisin,gooseberry,graham cracker,grape jam,grapefruit,grapefruit pith,graphite,grass,green almond,green apple,green bean,green bell pepper,green cardamom,green fig,green herbs,green mango,green melon,green papaya,green pear,green peppercorn,green pineapple,grilled meat,grilled pineapple,ground coffee,guava,gun smoke,hay,hazelnut,hazelnut cream,hibiscus,hickory,hoisin,honey,honeycomb,honeydew melon,honeysuckle,huckleberry,incense,iris,iron,jackfruit,jalapeno,jam,jasmine,jasmine green tea,juniper,juniper berry,kalamata olive,kerosene,key lime,kiwi,lager,lanolin,lavage,lavender,leather,lemon,lemon curd,lemon grass,lemon peel,lemon pith,lemon zest,licorice,lilac,lily,lime,lime peel,lime zest,lychee,macadamia nut,mace,magnolia,mandarin orange,mango,maple syrup,maraschino cherry,marjoram,marmalade,marzipan,matcha,medjool date,melon,melon rind,menthol,meyer lemon,milk chocolate,minerals,mint,mirabelle plum,mission fig,mocha,molasses,morello cherry,mulberry,mushroom,musk,mustard seed,nectarine,new leather,nutmeg,nutty,oak,oil,olive tapenade,oolong tea,orange,orange blossom,orange peel,orange rind,orange zest,oregano,papaya,parmesan cheese,passion fruit,pastrami,pastry,pea shoot,peach,peach preserves,peanut,peanut brittle,peanut shell,pear,pecan,pencil lead,pencil shavings,peony,pepper,perfume,persimmon,petrichor,petroleum,pie crust,pine bark,pine nut,pineapple,pink grapefruit,pink lady apple,pink peppercorn,pipe tobacco,plastic,plum,plum sauce,pomegranate,pomello,potpourri,potting soil,preserved lemon,prune,quince,quince paste,quinine,radicchio,raisin,raspberry,raspberry sauce,red beet,red bell pepper,red cherry,red currant,red fruit,red licorice,red plum,red-berry jam,rhubarb,ripe blackberry,ripe strawberry,roasted almond,roasted hazelnut,roasted meat,roasted pepper,roasted plum,roasted tomato,rooibos,rose hip,rose petal,rose water,rosemary,rubber,sage,saline,salt,salted butter,sandalwood,sassafras,savory,seashell,slate,smoke,smoked meats,snap pea,sour cherry,sour cherry pie,sour plum,sourdough,sourdough yeast,spice cake,spiced pear,spiced plum,star anise,starfruit,stewed apricot,stone,stone fruit,straw,strawberry,strawberry sauce,sugarplum,sun-dried tomato,sweaty,sweaty saddle,sweet and sour sauce,sweet tobacco,szechuan peppercorn,tamarind,tamarind candy,tangerine,tar,tarragon,teriyaki,thai basil,thyme,toast,toasted almond,toasted bread,toasted marshmallow,toasted nuts,tobacco,tobacco leaf,toffee,tomato,tomato leaf,tree bark,tropical,truffle,underbrush,unripe peach,unripe pear,vanilla,vanilla bean,violet,walnut,walnut oil,watermelon,wax,wet concrete,wet gravel,wet slate,wheat grass,white cherry,white nectarine,white peach,white pepper,wild blueberry,wild iris,wild strawberry,wood smoke,wood varnish,yeast,yellow apple,yellow beet,yellow peach,yellow plum,yellow raisin,yogurt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
