grapes,region,country,winery,rating,price,ratings_count,name 
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre dei Beati,4.1,350,1260,Torre dei Beati Mazzamurello Montepulciano d'Abruzzo 2018
[Shiraz/Syrah],Saint-Joseph,Frankrig,Louis Chèze,4.3,359,1138,Louis Chèze Anges Saint-Joseph 2018
"[Shiraz/Syrah,Grenache,Mourvedre]",Costers del Segre,Spanien,Costers del Sió,4.2,350,188,Costers del Sió Finca Siós Single Estate 2014
[Shiraz/Syrah],Barossa Valley,Australien,Kaesler,4.1,359,1470,Kaesler Old Vine Shiraz 2018
[Pinot Gris],Alsace,Frankrig,Domaine Weinbach,4.2,349.95,883,Domaine Weinbach Clos des Capucins Cuvée Sainte Catherine Alsace Pinot Gris 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Forget-Brimont,4,349,76,Forget-Brimont Extra Brut Champagne Premier Cru N.V.
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4,350,1282,Boekenhoutskloof Cabernet Sauvignon Stellenbosch 2019
[Chardonnay],Arbois,Frankrig,Domaine du Pelican,4.1,350,127,Domaine du Pelican Arbois Grand Curoulet Chardonnay 2018
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fonterutoli,4.1,349,12174,Fonterutoli Chianti Classico Gran Selezione 2019
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Venezia Giulia,Italien,Damijan Podversic,4.1,359.95,3534,Damijan Podversic Ribolla Gialla 2018
[Pinot Noir],Santa Maria Valley,USA,Lucas & Lewellen,4.1,350,329,Lucas & Lewellen Goodchild Vineyard Pinot Noir 2018
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2,350,779,Domaine Weinbach Clos des Capucins Cuvée Colette Riesling Alsace 2015
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Crasà - SRC,4.1,350,310,Crasà - SRC Rivaggi 2014
[Shiraz/Syrah],Eden Valley,Australien,Two Hands,4.1,350,456,Two Hands Charlie's Garden Shiraz 2017
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Crasà - SRC,4.1,350,353,Crasà - SRC Alberello 2014
[Grenache],Méntrida,Spanien,Canopy,3.9,349,419,Canopy La Viña Escondida 2015
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Zisola,4.1,349,709,Zisola Effe Emme 2016
[Riesling],Mosel,Tyskland,Clemens Busch,4.2,350,941,Clemens Busch Marienburg Rothenpfad GG 2017
[Nebbiolo],Barolo,Italien,Gian Piero Marrone,4.2,349,1046,Gian Piero Marrone Pichemej Barolo 2017
[Moscatel de Alejandría],Douro,Portugal,Quinta do Portal,4.2,359,653,Quinta do Portal Reserva Moscatel Do Douro 1996
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Château de Saint Cosme,4.1,352.15,6711,Château de Saint Cosme Gigondas 2020
[Riesling],Wehlen,Tyskland,Joh. Jos. Prüm,4.3,349.95,2866,Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese 2020
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Tardieu-Laurent,4.1,350,2079,Tardieu-Laurent Châteauneuf-du-Pape 2018
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant de Bourgogne,Frankrig,Albert Sounit,3.8,359,347,Albert Sounit Crémant de Bourgogne Grande Cuvée 2016
[Gewürztraminer],Alsace,Frankrig,Domaine Weinbach,4.1,350,649,Domaine Weinbach Clos des Capucins Gewürztraminer Alsace Cuvée Laurence 2018
[Riesling],Alsace Grand Cru 'Kirchberg de Ribeauville',Frankrig,Henry Fuchs,4.1,350,339,Henry Fuchs Riesling Alsace Grand Cru 'Kirchberg de Ribeauvillé' 2017
[Chenin Blanc],Savennières,Frankrig,Domaine des Baumard,4.1,349.95,392,Domaine des Baumard Savennières Trie Spéciale 2014
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Graveirette,4.1,349.95,682,Domaine de la Graveirette Châteauneuf du Pape Rouge 2019
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Côte de Beaune,Frankrig,Emmanuel Giboulot,3.9,354.68,217,Emmanuel Giboulot La Grande Chatelaine Côte de Beaune 2018
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,La Soufrandière,4.1,349.95,347,La Soufrandière Climat Les Longeays Pouilly-Vinzelles 2016
[Riesling],Graach,Tyskland,Joh. Jos. Prüm,4.2,349.95,2422,Joh. Jos. Prüm Graacher Himmelreich Riesling Spätlese 2020
"[Sangiovese,Montepulciano]",Colline Pescaresi,Italien,Castorani,4.2,347.39,633,Castorani Jarno Rosso 2014
[Nebbiolo],Barolo,Italien,Enrico Serafino,4.1,349.95,586,Enrico Serafino Monclivio Barolo 2017
[Sangiovese],Brunello di Montalcino,Italien,La Colombina,4.3,349,3289,La Colombina Brunello di Montalcino 2017
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2,350,5235,Boekenhoutskloof Syrah 2019
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,La Soufrandière,4.1,350,347,La Soufrandière Climat Les Longeays Pouilly-Vinzelles 2014
[Chardonnay],Arbois,Frankrig,Domaine du Pelican,4.1,350,65,Domaine du Pelican En Barbi Chardonnay 2018
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château La Grace Fonrazade,4.3,349,342,Château La Grace Fonrazade Saint-Émilion Grand Cru 2016
[Pinot Gris],Alsace Grand Cru 'Sonnenglanz',Frankrig,Bott-Geyl,4.1,359.95,257,Bott-Geyl Pinot Gris Grand Cru 'Sonnenglanz' 2011
[Riesling],Mosel,Tyskland,Clemens Busch,4.2,350,941,Clemens Busch Marienburg Rothenpfad GG 2018
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Henri Bonnaud,3.7,350,629,Château Henri Bonnaud Sainte Victoire Côtes de Provence 2020
"[Chardonnay,Aligoté]",Rully,Frankrig,Albert Sounit,4.1,359,761,Albert Sounit Les Saint Jacques Rully 2019
[Grenache],Cannonau di Sardegna,Italien,Teularju,4,358.47,51,Teularju Ghirada Ocruarana Barbagia Rosso 2019
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta de Santa Eufémia,4.1,359,178,Quinta de Santa Eufémia Vintage Port 2014
[Nebbiolo],Barolo,Italien,Reverdito,4,350,1303,Reverdito Barolo Castagni 2017
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Ricasoli,4.2,349,10177,Ricasoli Castello di Brolio Gran Selezione Chianti Classico 2019
[Chenin Blanc],Saumur,Frankrig,Clos de l'Écotard,4.3,350,110,Clos de l'Écotard Les Pentes Saumur 2016
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,La Soufrandière,4.1,349.95,237,La Soufrandière Climat En Châtenay Pouilly-Fuissé 2019
[Gewürztraminer],Trentino-Alto Adige,Italien,Pranzegg,4,353.96,122,Pranzegg GT 2019
[Pinot Noir],Yarra Valley,Australien,Soumah,4.2,349,134,Soumah Equilibrio Pinot Noir 2019
[Sangiovese],Brunello di Montalcino,Italien,Abbadia Ardenga,4.3,349.95,1631,Abbadia Ardenga Vigna Piaggia Brunello di Montalcino 2017
[Tempranillo],Ribera del Duero,Spanien,Figuero,4.1,349.95,2333,Figuero Ribera Del Duero 15 Meses en Barrica (Reserva) 2017
[Pinot Noir],Rheingau,Tyskland,Weingut Krone,3.9,349,341,Weingut Krone Assmannshäuser Höllenberg 2015
[Viura],Rioja,Spanien,Alonso & Pedrajo,4,349,110,Alonso & Pedrajo La Pequeñita Blanco Macerado 2018
[Pinot Noir],Alsace,Frankrig,Domaine Pfister,3.9,360,210,Domaine Pfister Pinot Noir Rahn 2016
[Shiraz/Syrah],Cornas,Frankrig,Louis Chèze,4.2,349,108,Louis Chèze Cornas 2019
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay,Frankrig,Prieur-Brunet,4.1,359,131,Prieur-Brunet Santenay Blanc 2018
[Pinot Noir],Ladoix,Frankrig,Domaine Edmond Cornu & Fils,4,359,323,Domaine Edmond Cornu & Fils Les Carrières Ladoix 2011
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Nalys,4.2,349.95,1186,Château de Nalys Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2019
[Riesling],Graach,Tyskland,Joh. Jos. Prüm,4.3,349.95,2006,Joh. Jos. Prüm Graacher Himmelreich Riesling Auslese 2020
[Tempranillo],Ribera del Duero,Spanien,Territorio Luthier,4.3,349,481,Territorio Luthier Hispania Tinto 2019
[Shiraz/Syrah],Columbia Valley,USA,Two Vintners,4,349.95,381,Two Vintners Syrah 2018
[Pinot Noir],Santenay,Frankrig,Prieur-Brunet,4,359,165,Prieur-Brunet Santenay 2018
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Gianni Brunelli,4.1,349,268,Gianni Brunelli Amor Costante Toscana 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Cabanne,4,349.95,5490,Château La Cabanne Pomerol 2018
[Grenache],Cannonau di Sardegna,Italien,Giovanni Montisci,4.2,357.8,1051,Giovanni Montisci Barrosu Cannonau di Sardegna 2020
[Shiraz/Syrah],McLaren Vale,Australien,Two Hands,4.2,350,4387,Two Hands Lily's Garden Shiraz 2019
[Chardonnay],Sta. Rita Hills,USA,Belle Glos,4.3,349,46,Belle Glos Glasir Holt Chardonnay 2020
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine de Bellène,4.1,355,836,Domaine de Bellène Vieilles Vignes Nuits-Saint-Georges 2019
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Sainte Marguerite,4.3,349,210,Château Sainte Marguerite Fantastique Rosé 2021
[Riesling],Alsace Grand Cru 'Engelberg',Frankrig,Domaine Pfister,4.1,360,471,Domaine Pfister Riesling Alsace Grand Cru 'Engelberg' 2017
[Cabernet Sauvignon],Dominio de Valdepusa,Spanien,Marqués de Griñon,4.1,350,2526,Marqués de Griñon Cabernet Sauvignon 2019
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Tommasi,4.3,351.1543777826943,74200,Tommasi Amarone della Valpolicella Classico 2015
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,Esporão,4.1,349.5907132505831,70311,Esporão Esporão Reserva Tinto 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Chouilly',Frankrig,Nicolas Feuillatte,3.8,349,7524,Nicolas Feuillatte Grande Réserve Brut Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Veuve Clicquot,4.3,359,7491,Veuve Clicquot Demi-Sec Champagne N.V.
[Cabernet Sauvignon],Columbia Valley,USA,Chateau Ste. Michelle,3.8,349,39780,Chateau Ste. Michelle Cabernet Sauvignon 2016
[Chardonnay],Bourgogne,Frankrig,Louis Jadot,3.8,359.95,26033,Louis Jadot Bourgogne Chardonnay 2018
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Ornellaia,4.3,349.218412171509,47518,Ornellaia Le Serre Nuove 2018
[Montepulciano],Montepulciano d'Abruzzo,Italien,Farnese,3.6,349,32840,Farnese Fantini Montepulciano d'Abruzzo 2018
[Nebbiolo],Barolo,Italien,Prunotto,4,349,24502,Prunotto Barolo 2013
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Antinori,4.2,349,45447,Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2017
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Álvaro Palacios,4.1,359,20393,Álvaro Palacios Les Terrasses Laderas de Pizarra 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Louis Roederer,3.9,349,2414,Louis Roederer Théophile Brut Champagne N.V.
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Cantemerle,4,357.40903591113926,29192,Château Cantemerle Haut-Médoc (Grand Cru Classé) 2009
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Moulis-en-Médoc,Frankrig,Château Chasse-Spleen,4,357.40903591113926,29684,Château Chasse-Spleen Moulis-en-Médoc 2010
[Sangiovese],Brunello di Montalcino,Italien,Tenuta Il Poggione,4.2,346.24000353891614,34852,Tenuta Il Poggione Brunello di Montalcino 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Pol Roger,4.1,349,2081,Pol Roger Rich Demi-Sec Champagne (Extra Cuvée de Réserve) N.V.
"[Aragonez,Castelao,Trincadeira]",Evora,Portugal,Cartuxa,4.3,350,18298,Cartuxa Évora Reserva Tinto 2015
[Cabernet Sauvignon],Napa Valley,USA,Honig,4.2,350,15376,Honig Cabernet Sauvignon 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Bouzy',Frankrig,Jean Vesselle,4,349,1909,Jean Vesselle Réserve Brut Champagne Grand Cru 'Bouzy' N.V.
[Cabernet Sauvignon],Paso Robles,USA,Postmark,4,349,5308,Postmark Cabernet Sauvignon 2019
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Besserat de Bellefon,4.2,349,1669,Besserat de Bellefon Bleu Brut Champagne N.V.
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château La Nerthe,4.2,349.9630143296572,21122,Château La Nerthe Châteauneuf-du-Pape 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Cantemerle,4,349.9630143296572,29192,Château Cantemerle Haut-Médoc (Grand Cru Classé) 2005
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Venus la Universal,3.9,350,11878,Venus la Universal Dido Tinto 2017
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Roda,4.4,356.66443375299104,21398,Bodegas Roda Roda I Reserva Rioja 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château de Camensac,3.9,350,16301,Château de Camensac Haut-Médoc (Grand Cru Classé) 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Teyssier,3.8,350,8886,Château Teyssier Saint-Émilion Grand Cru 2016
[Pinot Noir],Patagonia,Argentina,Chacra,3.9,360,15397,Chacra Barda Pinot Noir 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Phélan Ségur,4.1,353.6115649045834,24202,Château Phélan Ségur Saint-Estèphe 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château d'Issan,4,349,9074,Château d'Issan Blason d'Issan Margaux 2016
[Tempranillo],Ribera del Duero,Spanien,Hacienda Monasterio,4.3,359,28346,Hacienda Monasterio Cosecha 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Montrose,4,357.40903591113926,11865,Château Montrose La Dame de Montrose Saint-Estèphe 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Angludet,4.1,349,12808,Château Angludet Margaux 2014
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Laurent-Perrier,4.1,349,1221,Laurent-Perrier Harmony Demi-Sec Champagne N.V.
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Speri,4.4,349.9630143296572,16536,Speri Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Malartic-Lagravière,4.2,349.9630143296572,13607,Château Malartic-Lagravière Pessac-Léognan (Grand Cru Classé de Graves) 2012
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Casa Ferreirinha,4.4,349,13083,Casa Ferreirinha Quinta da Leda Douro 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Larrivet Haut-Brion,4.1,357.40903591113926,14221,Château Larrivet Haut-Brion Pessac-Léognan 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Haut-Marbuzet,4.2,357.40903591113926,21749,Château Haut-Marbuzet Saint-Estèphe 2008
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Canard-Duchêne,3.9,349,1126,Canard-Duchêne Charles VII Grande Cuvée Brut Rosé Champagne N.V.
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Señorío de San Vicente,4.3,349,10083,Señorío de San Vicente San Vicente Rioja 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château de Fieuzal,4.1,357.40903591113926,14310,Château de Fieuzal Pessac-Léognan (Grand Cru Classé de Graves) 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Latour-Martillac,4.1,359.56838216976905,14970,Château Latour-Martillac Pessac-Léognan (Grand Cru Classé de Graves) 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Meyney,4,359,13413,Château Meyney Saint-Estèphe 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Larrivet Haut-Brion,4.1,357.40903591113926,14221,Château Larrivet Haut-Brion Pessac-Léognan 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Moulis-en-Médoc,Frankrig,Château Chasse-Spleen,4,357.40903591113926,29684,Château Chasse-Spleen Moulis-en-Médoc 2004
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Angludet,4.1,349,12808,Château Angludet Margaux 2011
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Prieuré-Lichine,4.2,349.95,19815,Château Prieuré-Lichine Margaux (Grand Cru Classé) 2011
[Zinfandel],Sonoma County,USA,Seghesio,4.1,349,10816,Seghesio Old Vine Zinfandel 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Cantenac Brown,4.2,357.40903591113926,15664,Château Cantenac Brown Margaux (Grand Cru Classé) 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château du Tertre,4.1,357.40903591113926,20674,Château du Tertre Margaux (Grand Cru Classé) 2004
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tenuta Sette Ponti,3.9,353.68602512039826,15559,Tenuta Sette Ponti Crognolo Toscana 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Lafon-Rochet,4.1,358.82378001162084,19121,Château Lafon-Rochet Saint-Estèphe (Grand Cru Classé) 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4.1,358.82378001162084,11705,Château Pichon Baron Les Tourelles de Longueville Pauillac 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château de Camensac,3.9,350,16301,Château de Camensac Haut-Médoc (Grand Cru Classé) 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gruaud Larose,3.9,357.40903591113926,15452,Château Gruaud Larose Sarget de Gruaud Larose Saint-Julien 2000
[Pinot Noir],Russian River Valley,USA,Hartford Court,4.2,351.4522186459536,6254,Hartford Court Russian River Valley Pinot Noir 2019
[Cabernet Sauvignon],Red Mountain,USA,Canvasback,4.1,349,8623,Canvasback Cabernet Sauvignon 2017
[Verdejo],Rueda,Spanien,Belondrade,4.4,359,12929,Belondrade Belondrade y Lurton 2020
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Marquis de Terme,4.1,358.82378001162084,11537,Château Marquis de Terme Margaux (Grand Cru Classé) 2015
[Glera (Prosecco)],Prosecco,Italien,Canevel,3.7,359,817,Canevel Prosecco Brut N.V.
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri Superiore,Italien,Aia Vecchia,4.2,349,7277,Aia Vecchia Sor Ugo Bolgheri Superiore 2018
[Sangiovese],Brunello di Montalcino,Italien,Mastrojanni,4.2,349.9630143296572,6806,Mastrojanni Brunello di Montalcino 2011
"[Shiraz/Syrah,Grenache,Mourvedre]",La Clape,Frankrig,Château l'Hospitalet,4.2,349,2639,Château l'Hospitalet La Clape Grand Vin Rouge 2018
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Cantemerle,4,350,29192,Château Cantemerle Haut-Médoc (Grand Cru Classé) 2004
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Brancaia,4,349,8335,Brancaia Chianti Classico Riserva 2012
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Pacheca,4.2,350,5350,Pacheca Touriga Nacional Douro Grande Reserva 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Phélan Ségur,4.1,357.40903591113926,24202,Château Phélan Ségur Saint-Estèphe 2003
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Bulas,4.3,359.1,742,Bulas 20 Anos Tawny Porto N.V.
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Brane-Cantenac,4.2,357.40903591113926,22240,Château Brane-Cantenac Margaux (Grand Cru Classé) 2013
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,André Beaufort,4.1,357.40903591113926,728,André Beaufort Réserve Brut Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Verzenay',Frankrig,Michel Arnould & Fils,4.2,349,710,Michel Arnould & Fils La Grande Cuvée Champagne Grand Cru 'Verzenay' N.V.
[Tempranillo],Ribera del Duero,Spanien,Dominio de Atauta,4.1,350,9662,Dominio de Atauta Dominio de Atauta 2017
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Château de Saint Cosme,4.1,349.5,6711,Château de Saint Cosme Gigondas 2014
[Chardonnay],Napa Valley,USA,Duckhorn,4,349,6149,Duckhorn Napa Valley Chardonnay 2014
[Pinot Noir],Russian River Valley,USA,Belle Glos,4.3,349,2876,Belle Glos Balade Pinot Noir 2019
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Dei,4.2,353.68602512039826,4833,Dei Vino Nobile di Montepulciano Riserva Bossona 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château du Tertre,4.1,350,20674,Château du Tertre Margaux (Grand Cru Classé) 2008
[Sangiovese],Brunello di Montalcino,Italien,Mastrojanni,4.2,357.40903591113926,6806,Mastrojanni Brunello di Montalcino 2009
[Sangiovese],Brunello di Montalcino,Italien,Uccelliera,4.3,349.9630143296572,5313,Uccelliera Brunello di Montalcino 2012
